activity	automated	case_id	event_detail	event_end	event_start	team	user
Check received invoice	False	126956	Checked by Hunter Garcia	2018-02-11 15:15:29	2018-02-11 15:15:29	Administration	Hunter Garcia
Final check of invoice	False	126956	Checked by Talon Kennedy	2018-02-12 12:27:11	2018-02-12 12:27:11	Other	Talon Kennedy
Final check of invoice	False	126956	Checked by Upton Mosley	2018-02-12 15:06:22	2018-02-12 15:06:22	Other	Upton Mosley
Final check of invoice	False	126956	Checked by Upton Mosley	2018-02-15 07:37:32	2018-02-15 07:37:32	Other	Upton Mosley
Final check of invoice	False	126956	Checked by Upton Mosley	2018-02-16 07:25:38	2018-02-16 07:25:38	Other	Upton Mosley
Final check of invoice	False	126956	Checked by Nehru Cohen	2018-02-17 08:40:21	2018-02-17 08:40:21	Other	Nehru Cohen
Final check of invoice	False	126956	Checked by Upton Mosley	2018-02-17 08:50:00	2018-02-17 08:50:00	Other	Upton Mosley
Final check of invoice	False	126956	Checked by Nehru Cohen	2018-02-17 09:03:06	2018-02-17 09:03:06	Other	Nehru Cohen
Pay invoice	True	126956	Bank account 9282094	2018-02-12 13:26:53	2018-02-12 13:26:53	Finance	Rebecca Love
Pay invoice	True	126956	Bank account 9282094	2018-02-12 15:49:22	2018-02-12 15:49:22	Administration	Hunter Garcia
Pay invoice	True	126956	Bank account 9282094	2018-02-15 08:20:52	2018-02-15 08:20:52	Administration	Hunter Garcia
Pay invoice	True	126956	Bank account 9282094	2018-02-17 08:27:24	2018-02-17 08:27:24	Administration	Hunter Garcia
Pay invoice	True	126956	Bank account 9282094	2018-02-18 11:33:17	2018-02-18 11:33:17	Finance	Cullen Combs
Check received invoice	False	127020	Checked by Rebecca Love	2018-02-12 11:30:07	2018-02-12 11:30:07	Finance	Rebecca Love
Final check of invoice	False	127020	Checked by Cairo Kerr	2018-02-15 14:02:59	2018-02-15 14:02:59	Other	Cairo Kerr
Check received invoice	False	127022	Checked by Rebecca Love	2018-02-12 11:30:13	2018-02-12 11:30:13	Finance	Rebecca Love
Final check of invoice	False	127022	Checked by Hamish Poole	2018-02-15 13:57:03	2018-02-15 13:57:03	Other	Hamish Poole
Final check of invoice	True	127022	Checked by System	2018-02-15 14:16:07	2018-02-15 14:16:07	Auto-processor	System
Final check of invoice	False	127022	Checked by Lamar Vance	2018-02-24 14:16:17	2018-02-24 14:16:17	Other	Lamar Vance
Approve invoice	True	127022	Approve hierarchy (level 3)	2018-02-26 07:19:55	2018-02-26 07:19:55	Other	Hamish Poole
Repeat payment process	False	127022	Bank account 5022149	2018-02-26 09:20:34	2018-02-26 09:20:34	Finance	Rebecca Love
Final check of invoice	False	127022	Checked by Lamar Vance	2018-02-26 09:31:31	2018-02-26 09:31:31	Other	Lamar Vance
Pay invoice	True	127020	Bank account 5002147	2018-02-23 09:36:46	2018-02-23 09:36:46	Finance	Rebecca Love
Pay invoice	True	127022	Bank account 5022149	2018-02-26 09:31:09	2018-02-26 09:31:09	Finance	Rebecca Love
Pay invoice	True	127022	Bank account 5022149	2018-02-26 10:48:20	2018-02-26 10:48:20	Finance	Rebecca Love
Check received invoice	False	127242	Checked by Alan Boyer	2018-02-16 16:00:05	2018-02-16 16:00:03.667	Controlling	Alan Boyer
Final check of invoice	False	127242	Checked by John Tanner	2018-02-16 17:51:25	2018-02-16 16:55:45	Purchasing	John Tanner
Pay invoice	True	127242	Bank account 6842331	2018-02-26 14:06:09	2018-02-26 14:06:09	Controlling	Alan Boyer
Check received invoice	False	127466	Checked by Macy Hurst	2018-02-18 14:45:40	2018-02-18 14:45:39.333	Controlling	Macy Hurst
Check contract conditions	False	127466	Checked by Macy Hurst	2018-03-10 16:51:13	2018-03-10 16:51:11.667	Controlling	Macy Hurst
Final check of invoice	False	127466	Checked by Ashely Sutton	2018-03-10 16:52:05	2018-03-10 16:52:05	Other	Ashely Sutton
Approve invoice	True	127466	Approve hierarchy (level 3)	2018-03-14 11:10:51	2018-03-14 11:10:51	Financial approval	Daphne Gordon
Pay invoice	True	127466	Bank account 8692516	2018-03-14 11:26:54	2018-03-14 11:26:54	Controlling	Macy Hurst
Check received invoice	False	127693	Checked by Dennis Robertson	2018-02-23 14:46:16		Finance	Dennis Robertson
Pay invoice	True	127693	Bank account 5691360	2018-02-25 07:49:32	2018-02-25 07:49:32	Administration	Hunter Garcia
Check received invoice	False	127781	Checked by Medge Patel	2018-02-24 14:00:34	2018-02-24 14:00:34	Finance	Medge Patel
Approve invoice	False	127781	Approve hierarchy (level 3)	2018-03-02 14:22:31	2018-03-01 07:18:41.250	Financial approval	Naida Ortiz
Pay invoice	False	127781	Bank account 6481439	2018-03-02 16:20:01		Finance	Cullen Combs
Check received invoice	False	127793	Checked by Medge Patel	2018-02-24 14:15:30	2018-02-24 14:15:30	Finance	Medge Patel
Final check of invoice	False	127793	Checked by Serena Ray	2018-02-25 10:03:10	2018-02-25 10:03:10	Other	Serena Ray
Check received invoice	False	127852	Checked by Medge Patel	2018-02-25 14:15:29	2018-02-25 14:15:29	Finance	Medge Patel
Approve invoice	True	127852	Approve hierarchy (level 1)	2018-02-26 15:48:25	2018-02-26 15:48:25	Financial approval	Naida Ortiz
Pay invoice	True	127852	Bank account 7061497	2018-02-26 17:02:21	2018-02-26 17:02:21	Finance	Rebecca Love
Check received invoice	False	127889	Checked by Rebecca Love	2018-02-26 09:30:04	2018-02-26 09:30:04	Finance	Rebecca Love
Final check of invoice	False	127889	Checked by Ruth Bell	2018-03-01 10:47:09	2018-02-26 09:30:04	Purchasing	Ruth Bell
Final check of invoice	False	127889	Checked by Kylie Guy	2018-03-09 13:43:46	2018-03-09 13:43:46	Other	Kylie Guy
Pay invoice	True	127889	Bank account 7401531	2018-03-15 13:59:02	2018-03-15 13:59:02	Finance	Rebecca Love
Final check of invoice	False	127994	Checked by Alden Baxter	2018-03-03 10:08:12	2018-03-02 22:39:59.250	Purchasing	Alden Baxter
Approve invoice	True	127994	Approve hierarchy (level 3)	2018-03-03 17:45:38	2018-03-03 17:45:38	Financial approval	Naida Ortiz
Pay invoice	True	127994	Bank account 8321623	2018-03-04 08:30:54	2018-03-04 08:30:54	Administration	Hunter Garcia
Check received invoice	False	128056	Checked by Hunter Garcia	2018-03-02 12:30:07	2018-03-02 12:30:07	Administration	Hunter Garcia
Final check of invoice	False	128056	Checked by Ignacia Taylor	2018-03-03 08:17:53	2018-03-03 03:20:56.500	Purchasing	Ignacia Taylor
Final check of invoice	False	128056	Checked by Samuel Carter	2018-03-09 10:54:15	2018-03-09 10:54:15	Other	Samuel Carter
Pay invoice	True	128056	Bank account 8821673	2018-03-14 10:01:15	2018-03-14 10:01:15	Finance	Lars Walker
Check received invoice	False	128061	Checked by Hunter Garcia	2018-03-02 12:30:21	2018-03-02 12:30:21	Administration	Hunter Garcia
Final check of invoice	False	128061	Checked by Ignacia Taylor	2018-03-03 08:34:17	2018-03-03 03:33:18	Purchasing	Ignacia Taylor
Final check of invoice	True	128061	Checked by System	2018-03-08 11:55:13	2018-03-08 11:55:13	Auto-processor	System
Final check of invoice	False	128061	Checked by Samuel Carter	2018-03-18 11:55:31	2018-03-18 11:55:31	Other	Samuel Carter
Approve invoice	True	128061	Approve hierarchy (level 2)	2018-03-21 08:16:08	2018-03-21 08:16:08	Line management	Griffin Donaldson
Check received invoice	False	128130	Checked by Alan Boyer	2018-03-03 11:30:28	2018-03-03 11:30:27.333	Controlling	Alan Boyer
Final check of invoice	False	128130	Checked by Justine Monroe	2018-03-03 17:36:33	2018-03-03 16:05:01.750	Purchasing	Justine Monroe
Check received invoice	False	128201	Checked by Dennis Robertson	2018-03-03 11:46:07		Finance	Dennis Robertson
Final check of invoice	False	128201	Checked by William Marquez	2018-03-04 11:20:21	2018-03-04 11:20:21	Other	William Marquez
Final check of invoice	False	128201	Checked by Alden Baxter	2018-03-07 10:16:53	2018-03-07 10:13:58.750	Purchasing	Alden Baxter
Pay invoice	True	128201	Bank account 5351807	2018-03-07 10:05:16	2018-03-07 10:05:16	Finance	Rebecca Love
Pay invoice	True	128201	Bank account 5351807	2018-03-10 13:24:20	2018-03-10 13:24:20	Finance	Dennis Robertson
Check received invoice	False	128221	Checked by Gary Le	2018-03-03 12:36:05	2018-03-03 12:36:04.333	Controlling	Gary Le
Final check of invoice	False	128221	Checked by Briar Wells	2018-03-03 12:39:48	2018-03-03 12:39:48	Other	Briar Wells
Approve invoice	True	128221	Approve hierarchy (level 1)	2018-03-10 14:57:17	2018-03-10 14:57:17	Financial approval	Adam Osborne
Final check of invoice	False	128259	Checked by Yolanda Mcneil	2018-03-04 12:11:22		Other	Yolanda Mcneil
Approve invoice	True	128259	Approve hierarchy (level 1)	2018-03-04 14:09:38	2018-03-04 14:09:38	Other	Price Henderson
Pay invoice	True	128259	Bank account 5921864	2018-03-04 14:10:03	2018-03-04 14:10:03	Administration	Hunter Garcia
Check received invoice	False	128351	Checked by Hunter Garcia	2018-03-04 13:15:07	2018-03-04 13:15:07	Administration	Hunter Garcia
Final check of invoice	False	128351	Checked by Carolyn Silva	2018-03-07 08:50:12	2018-03-07 08:50:12	Other	Carolyn Silva
Pay invoice	True	128351	Bank account 6721944	2018-03-14 08:44:48	2018-03-14 08:44:48	Finance	Lars Walker
Check received invoice	False	128377	Checked by Hunter Garcia	2018-03-04 13:45:34	2018-03-04 13:45:34	Administration	Hunter Garcia
Final check of invoice	False	128377	Checked by Grant Douglas	2018-03-07 14:51:11	2018-03-07 14:51:11	Other	Grant Douglas
Approve invoice	True	128377	Approve hierarchy (level 1)	2018-03-07 15:04:17	2018-03-07 15:04:17	Other	Hashim Salinas
Pay invoice	True	128377	Bank account 6951967	2018-03-08 10:38:52	2018-03-08 10:38:52	Administration	Hunter Garcia
Check received invoice	False	128415	Checked by Dennis Robertson	2018-03-07 08:30:37		Finance	Dennis Robertson
Pay invoice	True	128415	Bank account 7292001	2018-03-11 13:24:14	2018-03-11 13:24:14	Finance	Dennis Robertson
Check received invoice	False	128463	Checked by Alan Boyer	2018-03-07 12:01:27	2018-03-07 12:01:25.667	Controlling	Alan Boyer
Request data	False	128463	Request sent: 2018-03-10	2018-03-16 11:27:45	2018-03-10 11:50:13	Controlling	Alan Boyer
Check contract conditions	False	128463	Checked by Alan Boyer	2018-03-16 11:27:45	2018-03-16 11:27:45	Controlling	Alan Boyer
Final check of invoice	False	128463	Checked by Aladdin Middleton	2018-03-16 11:30:29	2018-03-16 11:27:45	Purchasing	Aladdin Middleton
Check received invoice	False	128468	Checked by Alan Boyer	2018-03-07 12:01:40	2018-03-07 12:01:38.667	Controlling	Alan Boyer
Check contract conditions	False	128468	Checked by Alan Boyer	2018-03-14 16:35:10	2018-03-14 16:35:08.667	Controlling	Alan Boyer
Final check of invoice	False	128468	Checked by Lucas Alston	2018-03-14 16:37:45		Other	Lucas Alston
Approve invoice	True	128468	Approve hierarchy (level 1)	2018-03-15 12:24:22	2018-03-15 12:24:22	Other	Caesar Donaldson
Pay invoice	False	128463	Bank account 7752047	2018-03-21 13:36:26	2018-03-20 12:40:30.667	Controlling	Cruz Abbott
Check received invoice	False	128493	Checked by Macy Hurst	2018-03-07 14:15:57	2018-03-07 14:15:55.667	Controlling	Macy Hurst
Request data	False	128493	Request sent: 2018-03-07	2018-03-08 09:52:44	2018-03-07 20:48:12.667	Controlling	Macy Hurst
Check contract conditions	False	128493	Checked by Macy Hurst	2018-03-08 09:52:44	2018-03-08 09:52:44	Controlling	Macy Hurst
Check contract conditions	False	128493	Checked by Macy Hurst	2018-03-08 09:52:49	2018-03-08 09:52:45.667	Controlling	Macy Hurst
Final check of invoice	False	128493	Checked by Aaron Chaney	2018-03-16 12:30:40	2018-03-08 09:52:49	Purchasing	Aaron Chaney
Pay invoice	True	128493	Bank account 7982070	2018-03-21 08:28:50	2018-03-21 08:28:50	Controlling	Macy Hurst
Check received invoice	False	128512	Checked by Macy Hurst	2018-03-07 14:16:46	2018-03-07 14:16:44.667	Controlling	Macy Hurst
Request data	False	128512	Request sent: 2018-03-07	2018-03-08 10:06:23	2018-03-07 20:53:18.333	Controlling	Macy Hurst
Check contract conditions	False	128512	Checked by Macy Hurst	2018-03-08 10:06:24	2018-03-08 10:06:23.333	Controlling	Macy Hurst
Final check of invoice	False	128512	Checked by Aaron Chaney	2018-03-16 12:46:53	2018-03-08 10:06:29	Purchasing	Aaron Chaney
Approve invoice	True	128512	Approve hierarchy (level 3)	2018-03-22 13:07:37	2018-03-22 13:07:37	Line management	Eden Morrow
Pay invoice	True	128512	Bank account 8172089	2018-03-23 08:22:51	2018-03-23 08:22:51	Controlling	Macy Hurst
Check received invoice	False	128540	Checked by Macy Hurst	2018-03-07 14:17:57	2018-03-07 14:17:56.333	Controlling	Macy Hurst
Request data	False	128540	Request sent: 2018-03-07	2018-03-08 10:06:42	2018-03-07 20:54:12	Controlling	Macy Hurst
Check contract conditions	False	128540	Checked by Macy Hurst	2018-03-08 10:06:42	2018-03-08 10:06:42	Controlling	Macy Hurst
Check contract conditions	False	128540	Checked by Macy Hurst	2018-03-08 10:06:50	2018-03-08 10:06:44.667	Controlling	Macy Hurst
Final check of invoice	False	128540	Checked by Caesar Donaldson	2018-03-16 16:00:37	2018-03-16 16:00:37	Other	Caesar Donaldson
Pay invoice	True	128540	Bank account 8372109	2018-03-16 18:51:42	2018-03-16 18:51:42	Controlling	Macy Hurst
Check received invoice	False	128554	Checked by Macy Hurst	2018-03-07 14:18:32	2018-03-07 14:18:31.333	Controlling	Macy Hurst
Request data	False	128554	Request sent: 2018-03-07	2018-03-08 09:58:34	2018-03-07 20:51:52.667	Controlling	Macy Hurst
Check contract conditions	False	128554	Checked by Macy Hurst	2018-03-08 09:58:34	2018-03-08 09:58:34	Controlling	Macy Hurst
Check contract conditions	False	128554	Checked by Macy Hurst	2018-03-08 09:58:41	2018-03-08 09:58:36.333	Controlling	Macy Hurst
Final check of invoice	False	128554	Checked by Michael Castaneda	2018-03-16 16:23:34	2018-03-12 13:11:07.500	Purchasing	Michael Castaneda
Approve invoice	True	128554	Approve hierarchy (level 3)	2018-03-21 15:57:30	2018-03-21 15:57:30	Financial approval	Neil Vega
Check received invoice	False	128574	Checked by Macy Hurst	2018-03-07 14:19:24	2018-03-07 14:19:23.333	Controlling	Macy Hurst
Request data	False	128574	Request sent: 2018-03-07	2018-03-08 10:02:49	2018-03-07 20:53:52.333	Controlling	Macy Hurst
Check contract conditions	False	128574	Checked by Macy Hurst	2018-03-08 10:02:49	2018-03-08 10:02:49	Controlling	Macy Hurst
Check contract conditions	False	128574	Checked by Macy Hurst	2018-03-08 10:02:55	2018-03-08 10:02:51	Controlling	Macy Hurst
Final check of invoice	False	128574	Checked by Regina Sanchez	2018-03-24 12:21:56		Other	Regina Sanchez
Pay invoice	True	128574	Bank account 8672139	2018-03-25 11:46:34	2018-03-25 11:46:34	Controlling	Macy Hurst
Check received invoice	False	128629	Checked by Macy Hurst	2018-03-07 14:30:57	2018-03-07 14:30:56.333	Controlling	Macy Hurst
Request data	False	128629	Request sent: 2018-03-07	2018-03-08 10:40:16	2018-03-07 21:14:03.333	Controlling	Macy Hurst
Check contract conditions	False	128629	Checked by Macy Hurst	2018-03-08 10:40:16	2018-03-08 10:40:16	Controlling	Macy Hurst
Check contract conditions	False	128629	Checked by Macy Hurst	2018-03-08 10:40:22	2018-03-08 10:40:18	Controlling	Macy Hurst
Final check of invoice	False	128629	Checked by Regina Sanchez	2018-03-24 14:08:55		Other	Regina Sanchez
Pay invoice	True	128629	Bank account 9202192	2018-03-25 11:46:47	2018-03-25 11:46:47	Controlling	Macy Hurst
Check received invoice	False	128720	Checked by Hunter Garcia	2018-03-07 16:32:38	2018-03-07 16:32:38	Administration	Hunter Garcia
Final check of invoice	False	128720	Checked by Grant Douglas	2018-03-08 08:12:15	2018-03-08 08:12:15	Other	Grant Douglas
Pay invoice	True	128720	Bank account 4942247	2018-03-08 10:43:14	2018-03-08 10:43:14	Administration	Hunter Garcia
Check received invoice	False	128814	Checked by Gary Le	2018-03-09 10:16:49	2018-03-09 10:16:48.333	Controlling	Gary Le
Request data	False	128814	Request sent: 2018-03-15	2018-03-18 10:49:08	2018-03-15 10:38:21.667	Controlling	Gary Le
Check contract conditions	False	128814	Checked by Gary Le	2018-03-18 10:49:08	2018-03-18 10:49:08	Controlling	Gary Le
Approve invoice	True	128814	Approve hierarchy (level 2)	2018-03-21 12:32:24	2018-03-21 12:32:24	Financial approval	Blythe Carpenter
Pay invoice	True	128814	Bank account 5702323	2018-03-21 14:52:41	2018-03-21 14:52:41	Controlling	Gary Le
Check received invoice	False	128856	Checked by Rebecca Love	2018-03-09 10:18:45	2018-03-09 10:18:45	Finance	Rebecca Love
Final check of invoice	False	128856	Checked by Tamekah Wilkins	2018-03-10 11:32:09	2018-03-10 11:32:09	Other	Tamekah Wilkins
Pay invoice	True	128856	Bank account 6052358	2018-03-14 11:01:29	2018-03-14 11:01:29	Finance	Cullen Combs
Pay employee reimbursement	True	128872	Bank account 6192372	2018-03-09 12:30:13	2018-03-09 12:30:13	Finance	Rebecca Love
Process employee reimbursement	False	128872		2018-03-09 13:07:26	2018-03-09 13:07:26	Finance	Rebecca Love
Pay employee reimbursement	True	128872	Bank account 6192372	2018-03-09 13:07:32	2018-03-09 13:07:32	Finance	Rebecca Love
Process employee reimbursement	False	128872		2018-03-10 12:49:58	2018-03-10 12:49:58	Finance	Rebecca Love
Pay employee reimbursement	True	128872	Bank account 6192372	2018-03-10 12:50:02	2018-03-10 12:50:02	Finance	Cullen Combs
Process employee reimbursement	False	128872		2018-03-15 08:06:21		Finance	Cullen Combs
Process employee reimbursement	False	128872		2018-03-16 11:41:47	2018-03-16 11:41:47	Finance	Rebecca Love
Pay employee reimbursement	True	128872	Bank account 6192372	2018-03-16 11:41:54	2018-03-16 11:41:54	Finance	Rebecca Love
Check received invoice	False	128903	Checked by Cruz Abbott	2018-03-09 13:00:32	2018-03-09 13:00:31.333	Controlling	Cruz Abbott
Request data	False	128903	Request sent: 2018-03-18	2018-03-22 16:31:39	2018-03-18 07:21:16.667	Controlling	Cruz Abbott
Check contract conditions	False	128903	Checked by Cruz Abbott	2018-03-22 16:31:41	2018-03-22 16:31:40.333	Controlling	Cruz Abbott
Final check of invoice	False	128903	Checked by Fatima Donovan	2018-03-22 16:37:28	2018-03-22 16:37:28	Other	Fatima Donovan
Pay invoice	False	128903	Bank account 6452398	2018-03-25 16:00:37	2018-03-25 15:43:05.333	Controlling	Gary Le
Check received invoice	False	128934	Checked by Dennis Robertson	2018-03-09 15:30:13		Finance	Dennis Robertson
Final check of invoice	False	128934	Checked by Zena Rocha	2018-03-10 14:36:50	2018-03-10 14:36:50	Other	Zena Rocha
